#;Hasomed RehaGait raw measurement data file;
#;Contains sensor calibrated raw values;
#;File version;3;
#;App version;1.3.16;
#;App type;36;
#;Patient ID;-1;
#;Patient name;COKI10367;EJ;
#;Patient date of birth;1942-12-25 00-00-00;
#;Patient age at measurement date;78,500000;years;
#;Patient body height;174;cm;
#;Measurement date;2021-06-01 14-59-35;
#;Sensor serial;1824;Sensor position;0; Sample rate;100;
#;Sensor serial;1825;Sensor position;1; Sample rate;100;
#;Sensor serial;1826;Sensor position;6; Sample rate;100;
#;Accelerometer data unit;Metre per second squared;
#;Gyroscope data unit;Degree per second;
#;Magnetic field data unit;Gauss;
#;Examiner;EJ;
#;Patient-ID;COKI10367;
#;Patient trial time;1;T1;
#;Assessment type;17;StraightWalkNormalPace;
#;Tool type;0;None;
# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
80;0;-0.5085;2.5283;9.2612;-0.3270;0.2212;-0.1141;-0.2876;0.2777;-0.7268;1;1.0479;2.4377;9.6184;-0.4983;0.6743;-0.0933;0.5163;-0.4083;-0.7445;6;9.6390;0.9953;1.4991;-3.4334;2.1612;-0.0029;-1.1954;-0.0671;-0.1499;1;0;
81;0;-0.3215;2.4069;9.6162;-0.1986;0.5896;-0.2308;-0.2680;0.3164;-0.6742;1;1.5037;2.6665;9.5111;-0.7119;0.5479;-0.1527;0.5103;-0.4083;-0.7325;6;9.8497;0.7099;0.5873;-3.3543;2.2591;-0.4654;-1.1954;-0.0487;-0.1848;1;0;
82;0;-0.6901;2.5293;9.1996;-0.1363;0.6823;-0.3218;-0.2863;0.2977;-0.6926;1;1.2149;2.7240;9.3887;-0.7396;0.4245;-0.0904;0.5103;-0.4143;-0.7325;6;10.0866;1.1082;1.1641;-3.5170;1.8360;-0.6790;-1.2112;-0.0487;-0.1674;1;0;
83;0;-0.8660;2.1764;9.4345;-0.2302;0.5896;-0.2919;-0.2719;0.3335;-0.7240;1;1.0429;2.7818;9.3857;-0.6163;0.4575;0.0009;0.5103;-0.4083;-0.7265;6;9.6302;1.3930;1.0415;-3.8994;1.6277;-1.0073;-1.2276;-0.0870;-0.1511;1;0;
84;0;-0.3839;2.5252;9.4969;-0.3509;0.6794;-0.1654;-0.3059;0.3363;-0.6925;1;1.2130;2.5509;9.2708;-0.2463;0.4613;-0.0013;0.5163;-0.4143;-0.7265;6;9.9682;0.8237;0.8757;-3.7132;1.4752;-0.9833;-1.2270;-0.0675;-0.1328;1;0;
85;0;-0.0824;2.1163;9.5073;-0.1954;0.6498;-0.0142;-0.2915;0.3721;-0.7238;1;1.4997;2.4354;9.2758;0.0671;0.2804;0.1516;0.5163;-0.4143;-0.7445;6;9.6927;0.9382;1.3284;-3.4634;1.2609;-0.9003;-1.2122;-0.1062;-0.1692;1;0;
86;0;-0.6814;2.2899;9.6698;-0.3504;0.5561;0.0780;-0.2340;0.3136;-0.7057;1;1.2140;2.6087;9.3296;0.0638;0.4350;0.1507;0.5103;-0.4263;-0.7265;6;9.8022;0.7673;1.1014;-3.1016;1.1741;-1.2191;-1.2422;-0.0479;-0.0969;1;0;
87;0;-0.2032;2.4082;9.5016;-0.1600;0.8020;0.1732;-0.3062;0.3168;-0.7098;1;1.3906;3.0698;9.6279;0.3762;0.3480;0.4259;0.5103;-0.4083;-0.7385;6;10.2532;0.7097;0.9380;-2.3640;1.2379;-1.4251;-1.2113;-0.0675;-0.1502;1;0;
88;0;-0.6274;2.1775;9.3219;-0.1945;0.6802;0.0172;-0.3106;0.3723;-0.7416;1;1.4929;2.5489;8.9248;0.5602;0.3488;0.3019;0.5103;-0.4083;-0.7505;6;9.7467;0.6536;1.1575;-1.9401;1.2120;-1.7452;-1.1967;-0.1438;-0.1523;1;0;
89;0;-0.6890;2.4702;9.2588;-0.3183;0.6482;0.0488;-0.2724;0.3719;-0.7060;1;0.9879;2.7249;9.5015;0.9620;0.3858;0.5145;0.5103;-0.4143;-0.7325;6;9.6816;1.5064;0.7565;-1.6877;1.2099;-1.5991;-1.1788;-0.0469;-0.1134;1;0;
90;0;-0.5007;2.2313;9.6737;-0.1611;0.8332;0.0201;-0.3033;0.2991;-0.6769;1;1.4438;2.8961;9.3939;0.6550;0.3208;0.5166;0.5223;-0.3963;-0.7205;6;9.7478;0.5968;1.2147;-1.4509;1.3530;-0.9598;-1.2433;-0.0685;-0.1686;1;0;
91;0;-0.5037;2.0584;9.5007;-0.2270;0.5267;0.1065;-0.3062;0.3168;-0.7098;1;0.8196;2.5534;9.6731;0.7444;0.4449;0.4539;0.4923;-0.4023;-0.7385;6;9.5218;0.5971;1.2678;-1.1925;1.1652;-0.6003;-1.2270;-0.0675;-0.1328;1;0;
92;0;-0.4993;1.9972;9.7350;-0.4724;0.6465;0.0815;-0.3260;0.3359;-0.7271;1;1.2723;2.6663;9.3896;0.1897;0.4395;0.4879;0.5404;-0.4143;-0.7325;6;9.5788;1.2795;1.3266;-0.7888;1.5610;-0.6092;-1.2118;-0.0870;-0.1686;1;0;
93;0;-0.6882;1.8865;9.2661;-0.2614;0.3126;0.1023;-0.2685;0.2775;-0.7090;1;1.6203;2.7818;9.6310;0.4667;0.4417;0.4248;0.5103;-0.4083;-0.7445;6;9.7385;0.5395;0.6996;-0.1449;1.3813;-0.8143;-1.2116;-0.0866;-0.1508;1;0;
94;0;0.2786;2.1741;9.5130;-0.3203;0.3722;0.2889;-0.2327;0.3337;-0.6716;1;1.5039;2.5515;9.5106;0.1852;0.6244;0.4254;0.5163;-0.4143;-0.7385;6;9.7478;0.5399;1.2147;0.3441;1.7806;-1.0715;-1.2274;-0.0682;-0.1683;1;0;
95;0;-0.6824;2.2907;9.6114;0.0458;0.1010;0.2784;-0.3067;0.3552;-0.6919;1;1.5600;2.6086;9.4534;0.3125;0.4402;0.4258;0.5103;-0.3963;-0.7265;6;9.9641;0.8236;0.6467;0.5559;1.7220;-1.2320;-1.1795;-0.0483;-0.1845;1;0;
96;0;-0.7443;2.0004;9.4972;-0.2016;-0.0552;0.4934;-0.2737;0.3518;-0.7401;1;1.2159;2.7817;9.4476;0.0931;0.5286;0.2114;0.5103;-0.4023;-0.7385;6;9.6900;0.5968;1.1564;0.8560;1.9704;-1.5770;-1.1783;-0.0274;-0.0950;1;0;
97;0;-0.0813;2.0572;9.5665;-0.1705;0.1297;0.2202;-0.2698;0.3347;-0.6904;1;1.1599;2.6671;9.5045;0.0577;0.7447;0.2103;0.5163;-0.4083;-0.7385;6;9.9157;0.7671;1.1035;1.1337;2.3062;-1.6441;-1.1795;-0.0668;-0.1496;1;0;
98;0;-0.4439;2.4085;9.4973;-0.1702;0.1910;0.1601;-0.2889;0.3349;-0.7082;1;1.2735;2.6091;9.4479;-0.3436;0.7401;0.1513;0.5103;-0.4023;-0.7325;6;9.1829;0.9957;1.3763;0.9915;2.4221;-1.2394;-1.1959;-0.1051;-0.1333;1;0;
99;0;-0.7461;2.5264;9.4322;0.1969;-0.0191;0.1509;-0.2884;0.2965;-0.7262;1;1.0356;2.5499;8.9746;-0.3478;0.9252;0.1195;0.5223;-0.4083;-0.7265;6;9.8074;0.8243;1.3876;1.0537;2.5135;-1.2406;-1.2118;-0.0870;-0.1686;1;0;
100;0;-0.6273;2.1192;9.3226;0.2224;-0.3241;0.1132;-0.2879;0.3355;-0.6914;1;1.1569;2.4937;9.3280;-0.7522;1.0118;-0.0938;0.5283;-0.4143;-0.7385;6;9.6923;0.4263;1.2708;1.2719;2.3909;-1.1866;-1.2435;-0.0689;-0.1864;1;0;
101;0;-0.4387;2.4049;9.7893;0.5846;-0.6860;-0.1145;-0.2523;0.2950;-0.7241;1;1.5002;2.1478;9.2745;-0.8502;1.2579;-0.1254;0.5223;-0.4083;-0.7265;6;9.2914;0.8248;1.0921;1.6669;2.3801;-0.4303;-1.1956;-0.0675;-0.1677;1;0;
102;0;-0.7481;2.4695;9.3161;-0.0629;-0.7238;0.0466;-0.2868;0.3361;-0.6747;1;1.5048;2.6667;9.5697;-0.8214;1.3192;-0.2181;0.5343;-0.4083;-0.7325;6;9.4649;0.7109;1.2668;1.7180;2.2183;0.2429;-1.1956;-0.0860;-0.1327;1;0;
103;0;0.0346;2.2350;9.3328;0.1831;-0.6901;-0.1095;-0.3051;0.3174;-0.6931;1;1.3882;2.5514;9.4498;-1.1327;1.5027;-0.0945;0.5103;-0.4143;-0.7325;6;9.3389;0.7106;0.5779;1.6035;2.1835;0.5533;-1.2117;-0.0682;-0.1858;1;0;
104;0;-0.3772;2.2290;9.8510;-0.2442;-0.3274;-0.1886;-0.2714;0.2952;-0.7419;1;0.9912;2.7256;9.6772;-0.7248;1.2300;0.0584;0.5223;-0.4203;-0.7265;6;9.6946;1.0520;1.4429;1.5713;2.0926;0.5228;-1.1954;-0.0671;-0.1499;1;0;
105;0;-0.6224;2.4073;9.6110;-0.1473;-0.1129;-0.1236;-0.2701;0.3152;-0.7078;1;1.5645;2.5521;9.6874;-0.6871;0.9533;0.1827;0.5223;-0.4143;-0.7265;6;9.6901;0.4831;1.1563;1.2004;2.0007;0.5639;-1.1959;-0.0867;-0.1683;1;0;
106;0;-0.4413;2.0569;9.6185;-0.3300;0.0071;-0.0572;-0.2850;0.3178;-0.6585;1;1.7340;2.6664;9.5741;-0.3148;0.8013;0.0585;0.5223;-0.4083;-0.7265;6;9.9716;0.6533;1.0472;0.9199;2.0015;0.5109;-1.1632;-0.0473;-0.1486;1;0;
107;0;-0.3236;2.4084;9.4994;-0.1099;0.3153;-0.1763;-0.2871;0.3166;-0.6920;1;1.3983;2.4387;9.9765;-0.4041;0.7091;0.2133;0.5103;-0.4083;-0.7205;6;10.4125;0.3109;0.3113;0.4562;1.9096;0.5547;-1.1803;-0.1055;-0.1686;1;0;
108;0;-0.8609;2.2894;9.7250;-0.2043;0.2536;-0.2380;-0.2525;0.2755;-0.7415;1;1.3362;2.6678;9.7421;-0.2808;0.7104;0.2125;0.5223;-0.4023;-0.7385;6;9.9114;0.8807;0.8747;-0.1630;1.5741;0.6013;-1.1802;-0.1051;-0.1508;1;0;
109;0;-0.6221;2.1739;9.6139;-0.2310;0.4053;-0.0806;-0.2549;0.3321;-0.7397;1;1.2193;2.0921;9.5616;-0.2764;0.5573;0.3671;0.5163;-0.4023;-0.7445;6;9.8600;0.7672;1.1597;-0.6640;1.2718;0.4602;-1.1956;-0.0860;-0.1327;1;0;
110;0;-0.8073;2.4689;9.3734;-0.1703;0.2834;0.0083;-0.3216;0.2804;-0.6953;1;1.6171;2.7235;9.4550;0.0598;0.6205;0.1496;0.5103;-0.4083;-0.7205;6;9.7424;0.7103;0.9286;-0.9476;0.8778;0.3427;-1.1797;-0.0672;-0.1673;1;0;
111;0;-0.3835;2.2334;9.5006;-0.2312;0.3746;-0.0505;-0.2691;0.3158;-0.6910;1;1.3848;2.6081;9.2743;0.2153;0.5920;0.2410;0.5223;-0.4083;-0.7385;6;9.8509;0.5962;0.6445;-1.2103;0.5800;-0.1128;-1.1957;-0.0863;-0.1505;1;0;
112;0;-0.5043;2.5254;9.4948;-0.3217;0.4036;0.1051;-0.3077;0.3546;-0.7087;1;1.3307;2.6665;9.4492;0.2180;0.4684;0.2418;0.5223;-0.4203;-0.7445;6;9.6849;1.3360;0.9281;-0.9420;0.5849;-0.4588;-1.1796;-0.0856;-0.1324;1;0;
113;0;-0.2674;2.2361;9.2691;-0.4128;0.5558;0.0172;-0.2701;0.3152;-0.7078;1;1.5023;2.8388;9.4533;0.1544;0.5923;0.3336;0.5343;-0.4083;-0.7385;6;9.5667;0.8809;0.6395;-0.6474;0.5920;-0.9592;-1.1959;-0.0867;-0.1683;1;0;
114;0;-0.7473;2.6439;9.3723;-0.4416;0.7392;-0.0707;-0.2868;0.3361;-0.6747;1;0.8743;2.1499;9.4967;0.2484;0.4681;0.1801;0.5103;-0.4083;-0.7325;6;9.5738;1.1087;1.0403;-0.4125;0.7200;-1.3954;-1.1961;-0.1055;-0.1511;1;0;
115;0;-0.5137;2.4736;8.9699;-0.4752;0.5554;-0.0435;-0.3098;0.3534;-0.7422;1;1.2160;2.7242;9.4473;0.1259;0.4362;0.2118;0.5103;-0.4023;-0.7145;6;9.6349;0.9382;1.2701;0.0558;0.7793;-1.2860;-1.1958;-0.0678;-0.1854;1;0;
116;0;-0.5603;2.5809;9.7266;-0.3805;0.6171;0.0489;-0.2688;0.3353;-0.6736;1;0.9353;2.5535;9.7339;-0.0925;0.5895;0.3043;0.5103;-0.4083;-0.7325;6;9.6856;0.7673;0.9276;-0.0628;0.9292;-1.1276;-1.2428;-0.0490;-0.1502;1;0;
117;0;-0.2041;1.5342;9.3958;-0.1644;0.5578;0.1372;-0.3260;0.3359;-0.7271;1;1.3814;2.6649;9.0989;-0.0291;0.5289;0.3658;0.5103;-0.4083;-0.7445;6;9.4621;1.2795;1.1528;-0.0108;1.0862;-1.4659;-1.2269;-0.0486;-0.1499;1;0;
118;0;-0.7424;2.1740;9.6118;-0.0450;0.3454;0.0696;-0.2345;0.3520;-0.6878;1;0.9849;2.5515;9.3250;0.0598;0.5887;0.0576;0.5043;-0.4083;-0.7265;6;9.7440;1.1085;1.0434;0.0816;1.2389;-1.4982;-1.1956;-0.0675;-0.1677;1;0;
119;0;-0.5033;1.8250;9.5036;-0.1033;0.4356;0.2568;-0.2696;0.2769;-0.7257;1;1.1585;2.8393;9.4467;-0.1892;0.7737;0.2731;0.5223;-0.4143;-0.7385;6;9.8654;1.4499;1.5036;0.2446;1.4484;-1.2556;-1.2111;-0.0671;-0.1324;1;0;
120;0;-0.3807;2.4646;9.6729;0.1655;-0.0499;0.1506;-0.2709;0.3341;-0.7072;1;1.4986;2.4351;9.2172;-0.2527;0.8025;0.1196;0.5163;-0.4083;-0.7445;6;9.5689;0.8241;0.7539;0.5917;1.4455;-1.0509;-1.1951;-0.0480;-0.1493;1;0;
121;0;-0.6221;2.2322;9.6132;-0.0791;0.0388;0.2479;-0.2675;0.3554;-0.6395;1;0.8160;2.7827;9.4984;-0.1617;0.8650;0.0880;0.5223;-0.4023;-0.7325;6;9.6958;0.9383;1.5001;1.1174;1.5679;-1.0964;-1.1795;-0.0668;-0.1496;1;0;
122;0;-0.6257;1.7099;9.3862;0.0763;0.0400;0.3382;-0.2887;0.3544;-0.6909;1;0.9298;2.5522;9.4410;-0.4370;0.7697;0.1209;0.5223;-0.4263;-0.7325;6;9.0709;1.4509;1.4890;1.5468;1.7833;-1.2611;-1.1954;-0.0671;-0.1499;1;0;
123;0;-0.8646;1.9422;9.4958;-0.0145;0.1306;0.3721;-0.2879;0.3355;-0.6914;1;1.6216;2.6671;9.6891;-0.6270;0.9837;0.0593;0.5163;-0.4023;-0.7325;6;9.7934;1.1650;0.6439;1.5693;1.7872;-1.5383;-1.1810;-0.1438;-0.1698;1;0;
124;0;-0.3856;2.1765;9.3845;-0.3524;0.2186;0.4090;-0.3077;0.3546;-0.7087;1;1.2126;2.7810;9.2718;-0.7502;0.9509;-0.0013;0.5163;-0.4023;-0.7205;6;9.5208;1.3933;1.2684;1.5384;2.1224;-1.5655;-1.1469;-0.0090;-0.1648;1;0;
125;0;-0.3859;2.4099;9.3816;-0.1700;0.2217;0.1300;-0.2539;0.3327;-0.7229;1;1.3923;2.7250;9.6849;-0.5652;0.9528;-0.0024;0.5163;-0.4023;-0.7445;6;9.8654;1.5068;1.5036;1.4779;2.2741;-1.5317;-1.2117;-0.0497;-0.2207;1;0;
126;0;-0.3857;2.2932;9.3831;-0.2934;0.1896;0.1923;-0.2541;0.3132;-0.7403;1;1.5057;2.7820;9.6288;-0.4749;1.0780;0.0578;0.5223;-0.4023;-0.7505;6;9.6793;0.7670;0.5842;1.0793;2.3026;-1.3966;-1.2112;-0.0487;-0.1674;1;0;
127;0;-0.8015;2.1150;9.6698;-0.0165;0.2237;0.0358;-0.2560;0.4088;-0.7038;1;0.9859;2.6093;9.3838;-0.8140;1.0427;-0.0322;0.5163;-0.4083;-0.7385;6;9.3515;0.5973;1.2646;0.8353;1.9656;-1.2384;-1.2118;-0.0870;-0.1686;1;0;
128;0;-0.9809;2.0562;9.7258;-0.1737;0.0387;0.0645;-0.2873;0.2971;-0.7094;1;1.2124;2.8960;9.2723;-0.7530;1.1061;0.0593;0.5343;-0.4203;-0.7445;6;9.9671;0.8806;0.8185;0.2602;1.9288;-0.7913;-1.1797;-0.0672;-0.1673;1;0;
129;0;-0.3813;2.1735;9.6181;-0.2040;-0.0234;0.2173;-0.2861;0.3172;-0.6753;1;1.3363;2.6103;9.7419;-0.6295;1.0440;-0.0947;0.5103;-0.4023;-0.7205;6;9.6377;1.2227;1.4420;-0.2178;1.4633;-0.1661;-1.1800;-0.0863;-0.1679;1;0;
130;0;-0.3864;2.7601;9.3772;-0.2663;-0.1161;0.3084;-0.2183;0.2922;-0.7556;1;1.0446;2.4369;9.4427;-0.5375;1.0444;-0.1567;0.5163;-0.4203;-0.7325;6;9.8566;0.9946;0.9882;-0.5327;1.2828;-0.3118;-1.1792;-0.0292;-0.1839;1;0;
131;0;-0.1398;2.4059;9.6778;-0.2039;0.0381;0.1264;-0.2840;0.3184;-0.6417;1;1.1526;2.4352;9.0934;-0.5339;0.9537;0.0589;0.5163;-0.4143;-0.7265;6;9.5203;0.9383;1.2108;-0.5404;0.8902;-0.5298;-1.1970;-0.1257;-0.2050;1;0;
132;0;-0.3919;2.1809;9.0341;-0.2331;0.1601;0.0987;-0.2894;0.2960;-0.7429;1;1.2216;2.6680;9.7399;-0.5630;0.8603;0.0289;0.5163;-0.4203;-0.7325;6;9.5730;0.8812;0.9829;-0.3948;0.9556;-0.8409;-1.1960;-0.0682;-0.2032;1;0;
133;0;-0.4427;2.2911;9.5572;-0.4486;0.2192;0.0719;-0.2507;0.2572;-0.7253;1;0.8653;2.2629;9.0286;-0.8058;0.7038;0.0927;0.5103;-0.4083;-0.7145;6;9.4592;1.1088;0.9810;-0.0980;0.7788;-1.2507;-1.1800;-0.0863;-0.1679;1;0;
134;0;-0.5039;2.2335;9.4985;-0.2629;0.2824;0.0094;-0.2709;0.3341;-0.7072;1;0.8155;2.3798;9.4380;-0.4944;0.5839;0.1531;0.5223;-0.4083;-0.7325;6;9.8610;0.8241;1.2170;0.1192;0.9615;-1.2557;-1.1799;-0.0675;-0.1851;1;0;
135;0;-0.5653;2.3511;9.4375;-0.2902;0.5574;-0.0765;-0.3250;0.3365;-0.7103;1;0.9386;2.5542;9.9097;-0.7107;0.6447;0.2769;0.4983;-0.4023;-0.7445;6;9.4675;1.1092;1.4388;0.0889;1.1745;-1.2531;-1.1952;-0.0483;-0.1670;1;0;
136;0;-0.1404;2.0565;9.6238;-0.3224;0.4962;-0.1082;-0.2541;0.3132;-0.7403;1;1.5099;2.8981;9.8636;-0.6186;0.6451;0.2149;0.5043;-0.4203;-0.7265;6;9.4032;1.3364;1.0373;0.2888;1.4727;-0.8265;-1.1643;-0.1048;-0.1505;1;0;
137;0;-0.5639;2.8749;9.5477;-0.3219;0.5267;-0.1076;-0.2500;0.3156;-0.6732;1;1.1622;2.6101;9.6214;-0.4987;0.7373;0.0293;0.5223;-0.4023;-0.7385;6;9.5151;0.9950;0.9247;0.5456;1.4076;-0.5274;-1.1482;-0.1041;-0.1324;1;0;
138;0;-1.1049;2.3503;9.5448;0.1106;0.4388;0.0389;-0.2871;0.3166;-0.6920;1;1.6146;2.8956;9.3386;-0.4993;0.8000;0.1211;0.5043;-0.4083;-0.7505;6;9.5779;1.1089;1.2692;0.6691;1.5907;-0.5604;-1.1959;-0.1051;-0.1333;1;0;
139;0;-0.6820;2.7568;9.6639;-0.3508;0.5871;-0.0136;-0.2338;0.3331;-0.6883;1;1.3847;2.6656;9.2746;-0.4066;0.8013;0.1513;0.5283;-0.4203;-0.7265;6;9.6316;1.0518;1.0985;1.0467;1.7403;-0.3861;-1.2270;-0.0675;-0.1328;1;0;
140;0;-0.4464;2.6435;9.3776;-0.2610;0.4354;-0.0488;-0.2332;0.2948;-0.7063;1;1.0965;3.0109;9.2121;-0.5304;0.7994;0.0905;0.5283;-0.4143;-0.7265;6;9.7548;0.8246;1.6155;0.9174;1.8038;-0.5661;-1.2277;-0.1058;-0.1340;1;0;
141;0;-0.6216;1.8237;9.6183;-0.2002;0.4365;-0.1418;-0.2520;0.3144;-0.7067;1;1.1625;3.0704;9.6821;-0.5654;0.9525;-0.0331;0.5103;-0.4203;-0.7205;6;9.5717;1.1086;0.9258;1.0398;1.9569;-0.6300;-1.2272;-0.0863;-0.1156;1;0;
142;0;-0.3229;1.8831;9.5060;-0.1982;0.4972;-0.0482;-0.2873;0.2971;-0.7094;1;1.1651;2.8409;9.7982;-0.7477;0.8587;0.0607;0.5103;-0.3963;-0.7325;6;9.7997;1.1084;0.9872;1.2736;1.7197;-1.0691;-1.1803;-0.1055;-0.1686;1;0;
143;0;-0.3869;2.4107;9.3232;-0.1381;0.2831;0.1309;-0.2871;0.3166;-0.6920;1;1.1029;2.4946;9.5026;-0.6592;1.0134;-0.0329;0.5043;-0.4143;-0.7445;6;9.9203;1.2792;1.3901;0.9607;1.8430;-1.1817;-1.1783;-0.0274;-0.0950;1;0;
144;0;-0.4999;2.4057;9.7299;-0.2317;0.2826;0.0398;-0.2719;0.3335;-0.7240;1;1.1561;2.3210;9.2686;-0.6872;0.8897;-0.0013;0.5163;-0.4143;-0.7385;6;9.6930;0.7107;1.3282;0.8302;1.8156;-1.3931;-1.1952;-0.0668;-0.1321;1;0;
145;0;-0.8091;2.2369;9.2596;-0.3823;0.4947;0.0770;-0.3074;0.2967;-0.7440;1;1.2260;2.6690;9.9743;-1.0263;0.9180;0.0927;0.5223;-0.4083;-0.7505;6;9.9701;1.0513;0.9903;0.3172;1.5654;-0.9188;-1.1640;-0.0672;-0.1848;1;0;
146;0;-1.0485;2.8194;9.3648;-0.1690;0.2828;0.1313;-0.2876;0.2777;-0.7268;1;1.4406;2.8378;9.2179;-0.8759;1.0736;0.0295;0.5223;-0.4083;-0.7265;6;9.5182;0.9951;1.0964;-0.0096;1.4674;-0.4489;-1.1956;-0.0675;-0.1677;1;0;
147;0;-0.2038;2.0588;9.4476;-0.2620;0.2820;0.1017;-0.2873;0.2971;-0.7094;1;1.1608;2.7823;9.5636;-0.7823;0.9806;-0.0934;0.5103;-0.4083;-0.7445;6;9.4048;0.8815;1.0942;-0.1565;1.2808;-0.1694;-1.1650;-0.1247;-0.1866;1;0;
148;0;-0.5651;2.1760;9.4397;-0.2333;0.1294;0.1288;-0.2698;0.3347;-0.6904;1;1.1024;2.7822;9.5039;-0.8172;1.1022;-0.2783;0.4983;-0.4203;-0.7505;6;9.5161;0.9950;0.9819;-0.5562;1.2489;-0.0656;-1.1636;-0.0665;-0.1492;1;0;
149;0;-0.4498;2.0628;9.1513;-0.2660;0.0991;0.0055;-0.2868;0.2588;-0.7273;1;1.6152;2.5505;9.3371;-0.7555;1.1346;-0.1867;0.5163;-0.4203;-0.7205;6;9.6872;1.1654;1.0424;-0.5202;1.3684;0.0880;-1.1803;-0.1055;-0.1686;1;0;
150;0;-0.3830;2.6412;9.5539;0.0081;-0.0503;-0.1242;-0.2502;0.2962;-0.6906;1;0.9875;3.0124;9.5028;-0.9705;1.0700;-0.2465;0.5163;-0.4023;-0.7385;6;9.6366;0.3696;1.3269;-0.8851;1.0604;0.3422;-1.1954;-0.0671;-0.1499;1;0;
151;0;-0.5019;2.2904;9.6145;-0.1742;0.0696;-0.0271;-0.2672;0.2975;-0.6748;1;1.0505;2.2082;9.7346;-0.8777;1.0712;-0.2163;0.5043;-0.4023;-0.7145;6;9.4630;1.4502;1.2101;-1.0984;1.2416;0.4423;-1.2273;-0.0493;-0.1855;1;0;
152;0;-0.2595;2.6388;9.7312;-0.1732;0.0692;0.0652;-0.3043;0.2985;-0.6937;1;1.2126;2.7810;9.2718;-0.7207;0.9812;-0.0938;0.5223;-0.4143;-0.7265;6;9.5749;1.0519;1.0975;-1.1892;1.3016;0.5069;-1.2439;-0.0696;-0.2219;1;0;
153;0;-0.3856;2.2348;9.3838;-0.3580;0.1594;-0.0228;-0.2348;0.3325;-0.7051;1;1.1624;2.4950;9.6209;-0.9724;1.2263;-0.0631;0.5043;-0.4023;-0.7325;6;9.7453;0.9379;1.1005;-1.1725;1.2473;0.0451;-1.1954;-0.0671;-0.1499;1;0;
154;0;-0.3803;2.1728;9.6765;-0.2972;0.0989;-0.0249;-0.2740;0.3323;-0.7575;1;1.1615;2.3798;9.5618;-1.0029;1.0994;-0.3694;0.5163;-0.4023;-0.7325;6;9.3995;0.9950;0.8081;-0.8341;1.4922;-0.0553;-1.2115;-0.0678;-0.1680;1;0;
155;0;-0.5062;2.4101;9.3795;0.0335;-0.3245;-0.2227;-0.3051;0.3174;-0.6931;1;1.3837;2.6079;9.2158;-1.0019;1.1006;-0.2465;0.5103;-0.4143;-0.7385;6;9.9154;1.0515;1.1037;-0.7098;1.3397;-0.0295;-1.2118;-0.0870;-0.1686;1;0;
156;0;-0.5614;2.5816;9.6682;0.1830;-0.5362;-0.3522;-0.3101;0.4112;-0.7069;1;1.3866;2.8387;9.3925;-1.2819;1.1581;-0.3988;0.5223;-0.4143;-0.7265;6;9.6327;0.9950;1.1557;-0.6444;1.2466;0.0907;-1.1328;-0.1048;-0.1854;1;0;
157;0;-0.6382;2.3600;8.7357;1.0960;-1.1672;-0.6542;-0.2709;0.3341;-0.7072;1;0.8117;2.6666;9.2636;-1.4743;1.5278;-0.3385;0.5163;-0.4203;-0.7385;6;9.8613;0.5398;1.2167;-0.1751;1.3055;0.2308;-1.1963;-0.1058;-0.1689;1;0;
158;0;-0.7452;2.6424;9.4891;0.4193;-1.1444;-0.4299;-0.2536;0.3522;-0.7056;1;1.5649;2.3221;9.6864;-1.4406;1.4048;-0.3072;0.5163;-0.4143;-0.7325;6;9.7444;0.7673;1.0431;-0.0242;1.5816;0.0748;-1.2120;-0.1058;-0.1514;1;0;
159;0;-1.3449;2.5834;9.5961;0.4174;-1.2975;-0.3717;-0.3240;0.3371;-0.6935;1;1.2112;2.9532;9.2140;-1.4169;1.6500;-0.5546;0.5163;-0.4143;-0.7325;6;9.4516;1.3928;0.5805;0.4966;1.9197;-0.1531;-1.2276;-0.0870;-0.1511;1;0;
160;0;-0.5620;2.2322;9.6142;0.0494;-1.3331;-0.0603;-0.2892;0.3154;-0.7256;1;1.0429;2.7818;9.3857;-1.4775;1.5873;-0.5846;0.5223;-0.4083;-0.7325;6;9.6895;0.9949;1.1567;0.6465;2.4706;-0.3683;-1.2115;-0.0678;-0.1680;1;0;
161;0;-0.7969;1.8786;9.9064;-0.2578;-1.2754;0.0063;-0.3067;0.2779;-0.7446;1;0.9305;2.7825;9.5006;-1.3859;1.6824;-0.4321;0.5103;-0.4083;-0.7445;6;9.1785;1.1662;1.1475;0.8039;3.0180;-0.3379;-1.1643;-0.1048;-0.1505;1;0;
162;0;-0.8037;2.1748;9.5523;-0.6241;-1.1579;0.2288;-0.2510;0.3150;-0.6900;1;1.1005;2.6091;9.3860;-1.2268;1.5315;-0.2170;0.5343;-0.4143;-0.7505;6;9.4006;0.8813;0.8653;0.5354;3.5618;-0.0490;-1.1644;-0.1052;-0.1682;1;0;
163;0;-0.6201;2.2891;9.7292;-0.8070;-0.9762;0.1735;-0.2889;0.3349;-0.7082;1;1.3374;2.6105;9.8005;-1.6314;1.6496;-0.3690;0.5163;-0.4143;-0.7205;6;9.5783;0.8245;1.2690;0.7615;3.8622;0.2232;-1.1963;-0.1058;-0.1689;1;0;
